Semana,abrantes,agueda,aguiar da beira,alandroal,albergaria-a-velha,albufeira,alcacer do sal,alcanena,alcobaca,alcochete,alcoutim,alenquer,alfandega da fe,alijo,aljezur,aljustrel,almada,almeida,almeirim,almodovar,alpiarca,alter do chao,alvaiazere,alvito,amadora,amarante,amares,anadia,angra do heroismo,ansiao,arcos de valdevez,arganil,armamar,arouca,arraiolos,arronches,arruda dos vinhos,aveiro,avis,azambuja,baiao,barcelos,barrancos,barreiro,batalha,beja,belmonte,benavente,bombarral,borba,boticas,braga,braganca,cabeceiras de basto,cadaval,caldas da rainha,calheta (r.a.a.),calheta (r.a.m.),camara de lobos,caminha,campo maior,cantanhede,carrazeda de ansiaes,carregal do sal,cartaxo,cascais,castanheira de pera,castelo branco,castelo de paiva,castelo de vide,castro daire,castro marim,castro verde,celorico da beira,celorico de basto,chamusca,chaves,cinfaes,coimbra,condeixa-a-nova,constancia,coruche,corvo,covilha,crato,cuba,desconhecido,elvas,entroncamento,espinho,esposende,estarreja,estrangeiro,estremoz,evora,fafe,faro,felgueiras,ferreira do alentejo,ferreira do zezere,figueira da foz,figueira de castelo rodrigo,figueiro dos vinhos,fornos de algodres,freixo de espada a cinta,fronteira,funchal,fundao,gaviao,gois,golega,gondomar,gouveia,grandola,guarda,guimaraes,horta,idanha-a-nova,ilhavo,lagoa,lagoa (r.a.a),lagos,lajes das flores,lajes do pico,lamego,leiria,lisboa,loule,loures,lourinha,lousa,lousada,macao,macedo de cavaleiros,machico,madalena,mafra,maia,mangualde,manteigas,marco de canaveses,marinha grande,marvao,matosinhos,mealhada,meda,melgaco,mertola,mesao frio,mira,miranda do corvo,miranda do douro,mirandela,mogadouro,moimenta da beira,moita,moncao,monchique,mondim de basto,monforte,montalegre,montemor-o-novo,montemor-o-velho,montijo,mora,mortagua,moura,mourao,murca,murtosa,nazare,nelas,nisa,nordeste,obidos,odemira,odivelas,oeiras,oleiros,olhao,oliveira de azemeis,oliveira de frades,oliveira do bairro,oliveira do hospital,ourem,ourique,ovar,pacos de ferreira,palmela,pampilhosa da serra,paredes,paredes de coura,pedrogao grande,penacova,penafiel,penalva do castelo,penamacor,penedono,penela,peniche,peso da regua,pinhel,pombal,ponta delgada,ponta do sol,ponte da barca,ponte de lima,ponte de sor,portalegre,portel,portimao,porto,porto de mos,porto moniz,porto santo,povoacao,povoa de lanhoso,povoa de varzim,proenca-a-nova,redondo,reguengos de monsaraz,resende,ribeira brava,ribeira de pena,ribeira grande,rio maior,sabrosa,sabugal,salvaterra de magos,santa comba dao,santa cruz,santa cruz da graciosa,santa cruz das flores,santa maria da feira,santa marta de penaguiao,santana,santarem,santiago do cacem,santo tirso,sao bras de alportel,sao joao da madeira,sao joao da pesqueira,sao pedro do sul,sao roque do pico,sao vicente,sardoal,satao,seia,seixal,sernancelhe,serpa,serta,sesimbra,setubal,sever do vouga,silves,sines,sintra,sobral de monte agraco,soure,sousel,tabua,tabuaco,tarouca,tavira,terras de bouro,tomar,tondela,torre de moncorvo,torres novas,torres vedras,trancoso,trofa,vagos,vale de cambra,valenca,valongo,valpacos,velas,vendas novas,viana do alentejo,viana do castelo,vidigueira,vieira do minho,vila da praia da vitoria,vila de rei,vila do bispo,vila do conde,vila do porto,vila flor,vila franca de xira,vila franca do campo,vila nova da barquinha,vila nova de cerveira,vila nova de famalicao,vila nova de foz coa,vila nova de gaia,vila nova de paiva,vila nova de poiares,vila pouca de aguiar,vila real,vila real de santo antonio,vila velha de rodao,vila verde,vila vicosa,vimioso,vinhais,viseu,vizela,vouzela
 11-2014,6,7,2,1,3,5,4,5,19,3,1,8,4,3,3,5,26,2,4,5,5,3,2,1,27,15,1,7,7,5,6,4,1,5,4,3,4,10,3,6,4,17,0,20,2,8,0,4,3,2,2,22,12,3,5,5,2,3,3,2,2,6,3,3,11,41,2,9,2,1,5,1,2,2,6,3,3,6,29,5,0,5,0,8,2,1,4,5,0,8,5,10,7,3,22,4,8,12,2,1,15,2,1,1,2,2,27,8,1,0,0,29,6,1,12,27,5,3,8,8,2,6,0,3,3,26,139,19,30,5,3,6,2,1,7,1,8,27,6,2,5,8,0,36,3,0,2,3,0,1,7,0,7,1,2,10,7,2,2,2,5,6,6,16,1,1,5,1,0,4,5,2,8,1,2,9,17,28,2,10,13,2,4,6,17,2,12,5,12,7,12,1,1,2,11,0,0,2,2,5,6,2,12,11,5,1,13,5,3,4,13,62,6,1,0,4,3,13,3,2,1,3,5,2,7,7,1,6,5,3,9,0,0,21,2,1,9,9,13,2,6,0,3,0,2,0,4,6,25,0,6,4,5,27,2,10,3,62,2,5,0,9,0,3,12,1,15,6,1,7,21,3,7,5,5,3,12,4,0,5,0,19,4,4,3,3,2,16,1,6,14,0,4,2,20,0,50,3,2,7,4,4,0,7,0,2,2,15,2,2
 12-2014,8,9,1,0,9,8,4,7,19,2,2,10,1,5,0,3,43,2,5,1,0,2,1,0,27,5,4,2,3,6,7,3,1,3,2,2,3,13,1,3,6,17,1,18,5,8,1,5,2,3,1,14,10,5,4,12,1,0,6,7,3,12,5,1,7,28,3,14,1,0,2,0,5,1,4,3,13,6,26,3,0,6,0,12,2,4,2,9,4,9,3,6,5,3,10,9,12,7,1,0,8,0,0,2,4,0,33,3,2,0,0,41,6,2,7,29,4,6,4,3,2,6,0,1,4,18,132,10,28,1,3,8,3,4,5,0,9,14,2,1,10,9,2,37,2,0,1,5,1,2,5,0,5,6,1,12,8,0,1,0,4,8,4,13,3,6,2,2,3,4,4,3,2,1,3,6,26,32,1,6,11,3,8,8,9,2,10,5,6,0,14,0,4,5,5,4,1,3,0,8,3,3,13,11,3,4,7,5,5,1,10,63,10,1,1,1,5,9,6,2,3,2,4,4,4,5,0,5,2,3,9,1,0,14,1,1,9,8,9,1,1,2,3,1,4,0,2,7,20,3,4,4,12,19,3,12,3,66,4,5,2,2,0,1,4,2,12,10,3,8,10,4,3,6,5,1,11,2,0,3,2,13,1,2,4,1,4,16,0,1,13,2,4,1,23,0,59,0,1,1,3,6,4,14,1,0,3,14,3,3
 13-2014,10,12,2,2,5,3,8,3,9,4,1,11,3,1,3,3,38,1,6,4,0,0,4,1,28,7,5,3,2,2,6,6,1,4,2,2,3,12,2,4,8,13,1,14,2,5,1,0,5,1,1,19,10,2,4,20,1,4,2,4,2,9,1,1,5,34,1,23,1,1,2,1,4,2,4,1,8,6,32,5,0,7,0,10,0,2,1,7,3,2,7,5,3,2,6,9,9,8,4,1,16,2,5,0,4,0,16,6,1,2,4,18,0,3,4,16,4,6,16,6,1,4,0,1,4,22,134,15,33,6,4,8,3,3,2,1,8,17,8,0,5,2,2,22,6,0,2,2,4,4,4,2,4,1,1,16,3,1,2,1,2,4,5,10,2,3,6,0,2,3,0,2,4,0,2,4,19,33,0,8,16,2,7,6,8,2,4,14,12,4,6,1,1,4,10,2,5,2,1,4,4,3,15,9,1,4,5,4,8,4,15,56,6,2,0,0,10,13,3,2,4,2,3,1,3,13,2,5,8,3,2,1,0,13,4,3,10,11,10,0,3,3,5,0,1,2,3,9,21,3,8,7,6,24,1,10,4,57,2,3,2,3,1,2,9,2,7,7,2,9,16,4,3,6,8,1,19,5,1,6,0,17,0,2,5,2,2,7,3,1,22,0,1,3,25,1,46,1,2,2,8,1,0,7,3,0,3,19,3,4
 14-2014,9,12,2,2,10,8,3,4,14,1,4,4,0,4,3,3,31,1,6,0,4,0,5,2,32,8,2,6,9,2,5,2,5,5,0,2,1,11,1,3,7,20,2,15,4,6,4,6,6,7,2,22,6,5,7,6,0,3,6,5,2,9,2,1,6,35,1,26,1,1,2,3,2,0,2,3,9,10,24,5,3,6,0,11,1,3,2,3,5,5,9,7,4,7,11,6,19,11,2,5,19,3,1,5,1,0,25,9,4,1,0,26,5,5,7,19,3,7,6,5,4,4,1,1,4,21,147,11,36,5,2,8,4,7,2,1,9,16,3,0,12,13,2,28,5,1,2,1,0,2,1,3,7,3,3,15,10,2,2,0,10,1,11,17,0,2,3,2,1,3,4,2,2,0,3,9,16,28,6,6,14,2,3,5,11,5,11,4,21,3,10,2,2,4,9,3,2,2,5,4,3,2,13,12,5,3,4,3,8,2,17,64,8,1,1,0,4,11,1,1,3,2,0,3,6,10,2,12,6,1,6,3,1,23,0,1,22,6,11,0,2,3,7,4,0,0,2,6,28,1,7,2,8,27,2,5,4,58,1,5,2,4,2,1,6,2,9,8,1,11,13,3,3,4,2,2,15,2,1,4,5,12,3,1,3,1,1,11,2,1,11,1,1,3,19,0,57,0,3,4,8,2,3,10,1,1,0,17,2,2
 15-2014,9,13,2,2,2,8,6,1,9,5,0,9,0,4,3,1,32,1,6,4,2,1,1,2,32,7,5,6,6,0,5,3,1,4,5,0,2,14,2,7,4,12,0,15,0,2,0,6,2,1,4,18,8,2,4,12,1,7,7,5,1,6,2,2,4,29,3,17,6,2,3,4,1,4,4,4,9,3,29,4,2,8,0,15,2,1,3,2,1,4,7,8,9,4,16,10,7,5,5,1,15,4,4,2,1,0,15,9,4,2,3,39,3,5,8,15,4,5,7,4,2,4,1,1,4,22,141,14,32,5,3,5,0,4,6,4,13,15,2,1,7,4,1,23,6,1,4,3,2,3,4,2,5,2,3,13,7,2,2,4,5,4,6,12,1,3,2,2,0,4,3,2,1,1,3,6,17,26,3,11,18,0,4,3,11,4,9,7,7,3,6,3,0,5,16,1,2,3,2,4,2,4,10,13,3,4,12,3,11,1,12,48,8,3,3,2,4,18,5,0,1,2,2,1,8,2,3,8,4,2,6,2,1,18,2,1,17,9,17,2,7,2,3,0,3,3,4,6,28,0,9,5,7,24,3,7,4,50,2,3,2,2,0,1,6,1,10,11,4,5,25,0,5,6,6,1,9,6,1,4,3,14,4,0,5,3,1,6,0,0,21,2,1,0,16,2,62,2,0,3,7,2,2,5,1,1,4,16,2,3
 16-2014,10,7,2,1,1,8,6,2,11,5,0,7,3,4,2,5,33,3,13,1,4,1,5,4,32,8,2,9,3,3,4,2,3,3,4,1,2,7,1,5,2,19,0,17,1,5,0,3,5,3,0,18,7,5,9,12,0,3,4,6,2,5,0,3,6,31,5,18,2,0,3,3,1,0,8,4,9,2,36,1,0,10,0,9,1,3,3,6,3,6,5,9,2,3,12,6,12,9,3,0,13,1,1,1,2,1,13,4,2,3,3,21,3,3,8,15,4,1,5,2,2,4,0,0,7,24,118,8,32,8,2,5,3,0,3,3,10,20,8,1,6,7,0,25,3,1,5,3,1,4,1,4,5,2,2,9,6,3,1,2,9,4,6,8,0,5,0,2,2,2,10,4,5,1,1,3,18,28,2,8,9,1,8,4,4,1,11,10,15,2,19,4,1,7,13,0,5,1,1,4,4,5,22,15,3,3,8,3,5,4,6,49,7,1,0,1,9,12,5,1,7,3,9,0,5,9,2,5,8,3,8,5,1,22,3,2,15,6,14,2,3,4,5,0,4,0,4,8,25,4,4,3,9,19,1,7,5,68,3,8,1,5,0,1,4,0,8,10,1,10,12,1,2,4,7,4,20,6,0,5,1,17,1,3,7,3,2,9,0,1,23,2,1,1,22,2,32,1,2,1,12,4,1,6,3,4,5,18,4,3
 17-2014,9,6,3,3,1,5,6,5,12,1,1,8,1,3,0,4,33,1,6,1,3,1,3,1,32,14,5,3,7,4,7,6,0,1,4,1,1,10,0,0,0,8,0,14,3,8,2,6,3,1,1,22,9,5,4,3,1,1,5,3,2,10,2,1,4,40,2,20,3,1,2,1,0,4,5,3,6,6,28,3,3,3,0,9,4,4,8,3,4,4,4,9,9,5,4,8,18,5,1,1,12,2,1,0,1,0,30,11,3,3,3,22,9,2,12,17,5,5,4,5,0,3,0,2,4,21,119,14,20,6,4,3,3,2,5,2,11,11,3,1,6,8,1,25,5,1,3,4,3,3,0,3,7,3,0,14,5,0,1,2,3,1,3,12,1,0,1,1,1,1,6,2,6,1,5,2,20,24,2,11,8,2,4,6,10,2,6,5,9,0,9,4,3,3,15,5,1,0,0,0,2,1,17,9,5,2,9,7,5,2,11,45,3,0,1,1,5,7,1,3,2,4,6,2,7,4,1,6,10,4,4,0,0,17,0,2,14,9,11,3,1,2,3,1,1,1,4,9,17,3,3,0,4,20,1,10,0,49,2,11,5,3,3,2,4,2,10,6,3,12,15,4,5,1,6,7,12,2,0,4,1,14,3,6,2,1,2,16,1,2,22,1,3,4,14,3,50,0,1,2,14,3,3,9,2,0,1,16,4,2
 18-2014,10,5,3,3,6,6,4,2,11,2,0,11,1,3,0,2,45,5,6,2,4,1,3,2,30,5,3,7,7,3,12,3,2,2,2,0,2,10,1,7,5,14,1,21,4,9,2,2,3,2,1,17,7,6,4,11,0,3,3,4,1,9,0,2,5,32,1,13,0,0,3,1,1,1,5,5,9,8,25,6,2,3,0,10,0,0,6,5,2,0,2,2,4,4,11,5,16,11,0,2,18,0,3,2,3,1,26,6,4,0,2,15,9,4,6,26,4,5,10,1,0,8,1,2,5,29,125,14,36,3,3,3,0,2,7,1,10,18,2,1,10,2,1,25,3,1,2,1,0,3,3,1,5,2,0,12,8,1,0,2,3,4,3,8,1,4,3,0,2,1,2,0,1,0,3,6,23,37,3,11,9,4,4,4,16,2,6,4,8,1,8,2,1,3,8,3,1,0,1,8,5,3,11,12,2,2,11,2,8,2,9,72,5,0,1,0,4,9,1,2,4,2,3,0,4,5,0,4,7,5,8,0,2,14,1,2,15,6,8,2,5,1,4,2,4,1,2,9,28,0,1,8,8,19,2,4,1,57,1,6,1,2,0,0,7,2,13,9,5,5,17,3,9,5,6,8,16,6,2,1,1,10,1,0,3,1,0,9,1,4,18,2,2,3,12,1,41,3,3,7,8,6,2,8,2,2,5,22,2,0
 19-2014,9,6,2,1,3,9,1,4,13,2,0,10,0,2,2,1,28,3,0,1,6,2,3,0,20,6,2,6,3,4,12,3,2,4,3,1,3,8,3,5,2,9,0,15,5,12,6,10,0,1,1,23,7,5,2,7,0,5,3,5,2,4,2,4,5,26,1,12,3,2,5,0,2,2,7,4,3,5,26,4,1,4,0,11,1,1,0,6,4,4,6,5,7,4,9,7,13,1,1,4,11,1,1,4,0,0,18,8,1,2,1,19,3,5,7,15,1,5,4,1,1,9,0,1,8,16,111,9,25,9,0,4,1,5,7,2,13,10,3,0,3,6,2,31,3,0,2,0,0,0,6,1,10,3,2,10,4,1,2,2,3,6,9,6,1,2,5,1,1,2,3,1,4,0,1,4,20,27,2,9,4,4,1,3,10,4,4,3,7,3,8,5,1,5,8,0,2,0,2,8,3,5,17,13,1,1,5,4,4,2,4,51,4,1,1,0,2,6,2,1,2,3,2,4,4,3,0,5,9,5,7,1,2,19,2,5,14,5,9,7,4,3,6,1,2,1,1,7,25,1,6,6,10,28,2,13,2,52,2,6,2,4,1,4,9,0,10,11,1,9,16,3,7,3,2,0,11,8,0,1,1,17,2,0,3,4,1,8,3,0,14,2,3,1,20,2,40,1,2,4,5,2,1,4,6,7,2,11,5,9
 20-2014,3,6,2,2,4,5,3,3,12,3,2,6,1,2,1,0,34,5,5,2,3,1,2,2,30,8,3,9,7,3,6,3,0,3,0,2,4,11,2,4,2,12,0,17,1,9,1,4,4,1,0,18,4,3,5,10,1,2,7,1,1,6,2,1,1,22,0,11,4,1,2,2,3,3,5,2,12,3,19,3,0,3,0,11,0,1,2,8,2,4,5,3,9,3,14,6,13,6,3,2,13,0,5,2,1,2,25,8,1,0,3,20,2,4,2,16,6,4,8,1,1,8,1,2,6,21,124,6,26,2,4,5,5,3,16,2,9,21,7,1,7,5,0,27,2,1,2,4,1,3,2,2,2,2,3,10,8,2,1,1,4,4,3,12,3,1,4,1,2,4,5,4,3,2,6,9,18,19,1,8,6,3,8,6,14,2,13,9,10,4,10,2,3,3,8,1,2,1,2,5,5,3,14,6,1,7,8,4,3,3,2,37,3,1,0,1,3,6,4,1,1,4,1,1,4,0,0,4,9,0,1,0,0,16,1,3,16,5,9,1,5,0,3,3,0,0,3,7,15,1,3,4,4,15,0,7,1,44,7,4,2,4,1,1,6,1,8,3,2,7,13,3,6,6,4,2,11,3,2,5,2,10,1,2,1,0,0,8,2,8,18,1,1,2,17,0,40,2,1,6,8,3,8,6,0,5,2,12,1,1
 21-2014,9,7,3,0,8,3,5,5,8,3,1,2,3,0,1,3,38,1,2,0,0,3,1,1,22,7,3,5,7,5,7,3,3,5,3,1,1,13,1,3,4,19,3,13,2,5,2,1,1,3,3,19,6,7,5,15,1,2,7,1,0,9,1,4,4,40,0,6,5,1,4,0,3,2,6,1,5,2,31,3,0,4,0,8,2,1,0,2,1,3,8,3,6,3,15,9,8,3,3,2,7,3,2,1,2,0,22,5,2,1,0,20,4,3,10,14,3,2,2,1,0,7,0,1,13,9,101,9,28,5,3,3,3,0,3,1,10,22,2,0,4,7,0,38,2,1,2,3,1,3,2,1,7,2,2,14,5,3,3,1,2,4,4,10,1,3,3,1,0,3,4,1,1,1,3,7,20,32,1,9,7,3,3,4,6,1,7,12,8,2,6,1,0,4,9,4,1,0,1,6,2,2,10,8,2,3,5,4,6,0,8,46,4,0,4,1,4,11,3,2,1,4,4,2,2,6,1,3,1,3,3,4,0,7,4,4,9,5,12,4,0,3,1,0,0,0,1,2,19,2,1,3,10,15,3,9,4,36,2,4,1,3,1,2,6,0,10,7,1,11,12,7,5,2,3,1,14,3,0,1,2,8,1,1,4,2,2,8,0,2,24,1,0,2,14,1,35,2,1,5,8,1,1,5,2,2,1,15,2,2
 22-2014,13,10,0,3,4,5,3,1,11,1,2,2,1,4,0,5,29,5,7,1,2,1,3,2,23,15,5,6,10,1,11,3,3,3,3,2,1,11,2,6,4,14,1,14,3,6,2,5,5,4,0,22,5,2,5,7,0,0,5,3,1,7,3,1,4,40,0,10,3,1,1,1,1,1,3,2,9,3,23,1,0,7,0,8,0,1,0,6,6,9,4,2,4,7,8,6,8,5,0,1,19,2,0,0,0,1,23,14,2,1,2,21,4,1,10,17,3,4,8,2,1,2,0,0,7,17,147,11,23,6,3,4,2,3,6,0,11,10,5,1,3,8,0,29,4,1,0,0,1,1,3,4,3,3,4,9,4,3,2,1,4,7,4,12,1,2,4,0,1,3,4,4,1,0,2,6,17,22,1,5,13,2,6,4,10,1,15,7,5,0,7,1,3,2,15,2,0,1,3,7,9,3,5,9,3,6,14,4,4,2,8,70,4,1,1,1,2,8,3,3,5,8,5,0,3,6,2,1,5,2,6,2,0,15,1,2,15,8,7,1,2,2,0,0,4,0,1,7,25,3,5,4,9,23,2,9,2,33,1,2,3,2,3,1,2,0,10,9,0,8,11,2,4,6,3,4,15,4,2,3,2,17,2,0,1,1,1,17,1,2,14,2,0,2,18,2,49,2,1,3,10,1,0,3,1,2,3,13,1,1
 23-2014,13,4,2,3,3,10,3,2,15,1,1,4,0,2,0,1,30,1,5,3,2,0,4,0,19,7,4,6,5,4,3,1,0,7,0,1,0,11,2,2,2,19,0,16,1,5,6,4,4,2,2,25,11,1,5,8,0,6,9,4,2,4,2,1,6,31,0,13,2,0,5,2,0,4,2,1,9,3,30,2,1,4,1,17,2,4,5,7,4,7,3,4,8,5,8,10,8,3,3,1,12,2,2,0,0,1,16,6,0,1,2,32,4,2,7,10,1,1,4,6,4,8,0,3,4,13,142,16,22,6,1,6,4,5,2,0,15,20,4,0,6,6,1,24,2,1,2,3,1,3,2,1,6,2,4,12,2,0,3,4,2,6,6,9,2,4,7,0,1,3,4,4,4,0,1,6,13,21,3,9,14,3,0,3,6,3,7,8,11,2,11,3,2,3,7,1,1,1,2,6,3,3,7,12,0,0,7,3,3,0,17,50,2,3,0,1,2,10,3,2,3,1,3,1,5,3,1,7,5,2,6,1,0,12,2,2,8,8,9,0,3,1,2,2,4,1,1,9,17,1,3,2,11,22,1,13,3,57,0,4,3,4,3,1,6,1,8,6,3,9,19,0,3,3,6,1,19,7,1,5,2,9,3,3,5,1,1,6,0,1,11,1,1,0,16,0,40,2,0,4,11,5,3,7,0,4,2,14,5,1
 24-2014,5,8,1,3,3,4,3,4,12,1,0,8,1,2,2,3,35,3,6,3,1,0,4,0,19,8,5,5,7,3,5,3,4,5,2,0,3,12,4,6,4,13,1,9,1,8,3,7,5,2,1,27,6,2,3,13,0,3,0,4,0,7,3,0,5,28,1,12,2,1,3,2,1,1,4,2,7,3,31,4,0,8,1,19,0,1,1,8,4,6,2,3,6,1,13,4,12,7,3,3,12,2,1,2,2,1,26,8,3,1,1,43,5,5,12,26,1,5,9,7,3,5,2,0,6,18,127,16,29,8,2,2,1,1,0,4,12,11,3,1,8,7,3,25,2,0,4,3,3,3,2,2,6,2,0,13,7,1,3,0,2,8,4,9,3,2,4,0,0,2,1,4,2,2,6,2,19,27,2,9,13,1,3,3,10,1,6,4,10,0,5,2,0,6,12,0,1,1,0,4,6,4,10,11,0,3,4,3,3,4,10,45,2,1,0,2,6,4,3,1,1,2,2,3,3,3,0,2,7,5,7,1,1,23,1,2,13,9,9,0,3,1,2,2,1,0,4,12,20,1,5,5,8,16,1,10,1,56,3,4,1,4,1,1,6,0,11,4,0,8,17,2,2,4,3,4,12,3,0,3,1,20,0,3,1,2,0,7,0,0,11,2,2,5,9,2,33,2,2,1,11,5,1,8,1,1,2,16,0,0
 25-2014,8,6,2,2,5,6,1,7,15,4,1,9,5,1,1,0,25,3,3,0,3,1,2,0,26,13,3,3,7,4,8,2,1,6,4,1,0,12,1,6,2,17,1,14,0,11,2,5,5,2,3,13,6,2,5,8,1,4,6,3,1,7,2,0,5,33,0,18,4,0,1,2,1,2,1,4,4,4,26,3,0,5,0,9,0,0,2,3,3,3,5,4,5,5,9,7,9,9,2,1,7,1,3,5,1,0,21,2,2,2,2,20,9,7,9,24,1,3,4,2,1,8,0,3,5,18,146,11,33,5,4,4,1,4,3,3,16,16,1,1,11,8,3,30,3,0,3,1,1,2,5,4,8,2,0,7,6,1,0,0,3,3,9,10,0,1,4,0,2,2,2,3,2,1,4,6,22,29,1,7,7,2,3,3,10,3,9,3,12,1,14,1,0,2,11,0,0,2,2,3,3,2,14,12,1,6,7,2,9,3,14,46,6,2,0,1,2,6,3,4,2,1,3,1,4,2,1,5,7,2,4,3,0,8,1,1,20,7,8,1,8,2,6,2,0,0,4,1,12,0,7,3,8,27,2,4,3,50,1,12,0,1,0,1,4,1,16,15,3,7,21,1,2,8,3,4,16,2,2,5,2,20,0,3,8,4,2,7,1,1,18,2,3,0,22,3,34,2,3,1,11,4,1,5,0,1,1,13,6,3
 26-2014,2,11,0,1,3,6,4,3,5,2,0,6,3,6,1,1,26,3,3,1,5,2,2,1,18,8,2,7,6,8,5,2,3,1,1,1,1,13,2,2,5,16,0,14,3,7,1,7,3,0,3,22,3,1,5,12,0,4,6,7,2,6,2,3,9,28,1,13,4,1,6,2,2,4,3,3,4,4,25,3,2,6,0,7,1,0,2,3,2,2,3,1,9,5,3,12,6,13,2,0,13,0,1,2,2,1,26,3,2,1,4,15,2,3,7,19,0,2,7,9,0,6,0,0,4,12,89,11,22,5,6,2,3,3,3,3,9,9,3,0,4,6,0,26,4,1,1,0,1,1,0,1,1,2,2,12,3,2,0,1,2,2,2,10,0,2,2,0,2,1,4,3,5,2,1,3,18,22,1,12,8,3,4,2,4,1,12,5,10,1,12,4,1,5,5,1,4,1,2,3,4,4,7,10,0,2,8,6,8,0,13,41,7,1,0,1,6,10,1,2,5,1,0,1,9,5,3,3,4,8,7,1,1,20,1,4,13,6,12,2,4,0,6,3,0,2,3,4,17,1,2,3,10,22,1,6,2,35,1,5,4,1,1,3,5,3,10,4,0,9,18,2,3,6,4,5,8,1,2,2,1,11,3,3,5,1,0,9,0,2,19,1,1,2,19,0,30,0,1,8,10,3,1,7,4,3,1,14,1,3
 27-2014,8,7,2,0,7,2,5,5,4,2,3,5,1,4,4,2,22,3,4,0,3,1,1,1,23,10,3,7,4,1,7,1,2,3,2,0,1,18,2,4,3,10,0,12,1,9,0,4,5,2,1,21,9,6,0,12,0,5,2,3,1,11,1,0,3,33,2,13,1,0,2,1,2,3,2,2,8,3,20,1,1,3,1,9,1,0,2,5,6,8,6,6,6,3,11,9,13,9,4,3,11,1,4,0,2,0,16,2,2,2,2,27,6,3,6,20,4,3,7,5,3,3,1,0,4,32,124,16,26,4,1,5,2,2,3,2,11,16,2,0,7,11,1,26,3,1,0,0,1,9,3,1,2,3,1,10,1,1,1,2,4,5,3,8,1,4,2,0,2,0,3,3,3,1,5,4,25,26,1,13,9,2,3,6,8,3,4,4,11,3,9,2,1,1,4,0,2,4,0,2,7,2,12,18,1,1,9,3,4,1,10,45,4,1,1,2,2,14,4,0,3,2,6,1,5,4,1,9,7,3,6,1,0,17,0,1,12,8,8,3,2,1,5,3,2,2,3,8,20,0,2,3,11,15,5,5,4,37,2,4,1,3,1,1,9,3,14,7,1,13,11,5,6,3,6,4,15,4,0,1,1,9,1,1,1,5,0,11,2,3,21,2,0,2,19,0,43,1,1,2,1,2,1,4,2,1,1,12,3,1
 28-2014,8,14,1,3,3,4,2,2,6,1,1,5,0,3,0,1,19,0,3,1,3,3,4,1,21,6,1,2,4,1,6,3,0,10,0,1,2,15,2,2,2,14,1,23,0,6,5,7,1,2,3,18,3,6,3,7,0,3,4,1,2,5,2,1,9,35,0,15,0,3,3,1,2,0,3,1,9,3,22,7,1,1,1,12,2,2,5,5,2,5,3,2,7,2,9,9,11,6,3,1,10,3,0,2,0,0,19,5,2,5,1,19,4,5,12,29,3,2,6,3,2,5,0,2,5,18,123,12,22,6,2,7,4,5,6,1,7,13,2,1,1,7,1,14,4,1,1,1,0,1,3,2,5,3,2,13,6,2,1,1,3,7,2,6,3,3,1,1,5,1,2,2,1,1,5,5,19,26,3,7,11,1,2,7,15,2,10,9,11,1,8,2,2,5,9,2,2,0,0,7,3,3,14,11,1,2,2,1,7,1,5,45,9,1,1,0,2,9,4,4,3,5,2,0,4,8,3,5,2,4,9,2,0,23,2,2,9,9,11,1,2,2,1,3,2,0,3,5,16,0,1,7,10,16,3,6,1,54,1,5,2,5,0,1,11,3,11,9,2,9,13,7,11,2,8,4,11,2,2,0,1,14,0,1,2,2,2,14,0,1,14,4,2,2,15,1,44,2,1,5,9,7,0,2,1,0,5,11,0,2
 29-2014,11,8,2,1,2,6,2,1,13,3,2,2,3,1,0,2,25,2,0,3,2,0,0,2,28,6,1,4,5,3,6,2,2,2,2,2,1,9,1,2,3,17,1,18,4,9,4,5,2,0,0,20,9,5,5,8,3,3,2,5,4,11,2,5,6,35,1,18,1,2,3,3,2,1,5,3,8,1,24,5,1,4,0,10,3,4,7,7,4,7,5,5,8,0,9,9,11,9,3,2,12,5,2,2,0,0,15,1,4,0,3,23,3,3,9,14,3,2,2,4,0,6,0,1,5,18,112,15,33,4,3,5,1,5,3,1,6,14,3,0,7,4,1,35,3,1,0,4,1,2,2,1,6,4,1,10,0,1,0,2,3,3,3,9,4,1,3,0,0,0,3,0,3,1,5,3,24,23,1,6,5,2,2,2,9,3,7,2,7,3,5,1,2,0,5,2,6,0,0,5,1,3,6,10,3,2,3,3,6,3,15,40,4,1,2,2,1,11,3,4,3,6,2,1,5,1,2,5,7,1,3,0,0,22,2,3,12,5,11,2,4,1,2,2,4,3,4,7,15,2,7,3,9,17,4,6,5,52,3,4,0,2,0,3,4,0,8,11,2,9,15,3,8,5,3,1,14,3,2,2,5,17,0,2,0,0,2,5,1,1,15,0,0,0,13,3,40,2,3,4,10,3,5,9,6,0,2,15,0,3
